# Pantone FHI-TCX Color Catalog
# Fonte: catalogo pubblico Pantone Fashion Home + Interiors Textile Color Exchange
# Formato: code,name,hex_code
code,name,hex_code
19-1540 TCX,Rust Deep,#782010
19-1557 TCX,Rust Dark,#782010
19-1562 TCX,Red Dark,#780808
19-1564 TCX,Red Deep,#700808
19-1610 TCX,Burgundy,#7A3840
19-1615 TCX,Bordeaux,#7A3038
19-1618 TCX,Raspberry Dark,#7A2838
19-1619 TCX,Burgundy Dark,#7A2838
19-1620 TCX,Beet Red,#7A2030
19-1624 TCX,Rumba Red,#7A2028
19-1630 TCX,Red Medium,#7A1820
19-1635 TCX,Chili Dark,#701820
19-1637 TCX,Poinsettia,#701018
19-1640 TCX,Red Dark Deep,#680808
19-1641 TCX,Fiesta,#680808
19-1648 TCX,Flame Dark,#600808
19-1655 TCX,Fiery Red,#5A0808
19-1660 TCX,Red Very Dark,#500808
19-1661 TCX,Radiant Red,#500808
19-1664 TCX,Orange Red,#680A08
19-1750 TCX,Red Dark Medium,#7A1020
19-1760 TCX,Dark Red,#6A0810
19-1814 TCX,Woodrose,#7A3840
19-1816 TCX,Wild Ginger Light,#7A3838
19-1820 TCX,Mauve Dark,#7A3040
19-1824 TCX,Dry Rose,#7A2840
19-1830 TCX,Rose Brown,#7A2038
19-1836 TCX,Red Rose,#7A1830
19-1840 TCX,Cerise,#7A1828
19-2024 TCX,Grape Light,#6A2850
19-2025 TCX,Purple Dark,#6A2048
19-2028 TCX,Berry Dark,#6A1840
19-2030 TCX,Purple Red,#6A1830
19-2033 TCX,Magenta Haze Dark,#620820
19-2034 TCX,Wine,#5A1020
19-2036 TCX,Burgundy Deep,#5A1018
19-2118 TCX,Purple Dark Deep,#6A2060
19-2120 TCX,Purple Deep,#6A1850
19-2311 TCX,Dark Purple,#5A1858
19-2315 TCX,Purple Deep Dark,#5A1840
19-2316 TCX,Orchid Deep Dark,#5A1838
19-2412 TCX,Grape Dark,#621850
19-2415 TCX,Violet Dark,#5A1850
19-2418 TCX,Berry Deep,#5A1848
19-2424 TCX,Purple Deep Medium,#521840
19-2430 TCX,Purple Dark Deep,#521838
19-3025 TCX,Grape Dark Deep,#5A1868
19-3030 TCX,Violet Dark Deep,#5A1860
19-3040 TCX,Byzantium Dark,#5A1870
19-3041 TCX,Plum,#521870
19-3050 TCX,Purple Very Dark,#4A1868
19-3107 TCX,Grape Dark Purple,#521868
19-3120 TCX,Grape Purple,#4A1858
19-3130 TCX,Plum Dark,#421850
19-3218 TCX,Purple Dark Very,#521860
19-3222 TCX,Blackberry,#3A1850
19-3325 TCX,Purple Darkest,#421858
19-3340 TCX,Dark Purple Deep,#321848
19-3536 TCX,Grape Navy,#3A1858
19-3620 TCX,Blue Dark,#2A3060
19-3622 TCX,Navy,#202858
19-3624 TCX,Peacoat,#202850
19-3720 TCX,Blue Navy,#1A2848
19-3722 TCX,Navy Dark,#182848
19-3724 TCX,Indigo,#182040
19-3730 TCX,Dark Navy,#181840
19-3748 TCX,Deep Blue,#101840
19-3810 TCX,Indigo Dark,#181840
19-3819 TCX,Navy Peony,#223A70
19-3820 TCX,Blue Navy Dark,#1A2058
19-3825 TCX,Navy Deep,#181850
19-3827 TCX,Navy Deep Dark,#181848
19-3830 TCX,Dark Navy Deep,#181840
19-3832 TCX,Navy Very Dark,#141840
19-3838 TCX,Dark Blue Navy,#101838
19-3842 TCX,Dark Navy Deep,#101830
19-3844 TCX,Near Black Blue,#0A1028
19-4024 TCX,Darkest Navy,#0A0E28
19-4110 TCX,Dark Blue Deep,#1A2040
19-4112 TCX,Midnight,#181838
19-4113 TCX,Indigo Bunting,#181838
19-4115 TCX,Dark Navy Deep,#181830
19-4117 TCX,Black Iris,#101828
19-4120 TCX,Near Black Blue,#0E1020
19-4228 TCX,Dark Teal Deep,#1A3040
19-4232 TCX,Dark Teal Navy,#181838
19-4241 TCX,Dark Blue Teal,#101838
19-4250 TCX,Near Black Dark,#0A0E20
19-4340 TCX,Deep Teal Dark,#1A3040
19-4508 TCX,Stormy Weather,#4A5860
19-4510 TCX,Dark Gray,#3A4858
19-4514 TCX,Steel Gray,#2A3848
19-4518 TCX,Dark Gray Deep,#2A3040
19-4520 TCX,Outer Space,#2A3040
19-4524 TCX,Dark Gray Navy,#202838
19-4528 TCX,Midnight Navy,#181830
19-4530 TCX,Darkest Black,#101828
19-4534 TCX,Black Deep,#0A0E18
19-4540 TCX,Black Dark,#0A0A18
19-4825 TCX,Dark Teal Navy Deep,#203038
19-4829 TCX,Dark Teal Deep,#182838
19-4835 TCX,Stormy Deep,#182030
19-4840 TCX,Dark Deep,#101828
19-5003 TCX,Gunmetal Dark,#383838
19-5004 TCX,Charcoal,#2E2E2E
19-5005 TCX,Dark Gray Medium,#282828
19-5006 TCX,Ebony Dark,#222222
19-5007 TCX,Caviar,#1E1E1E
19-5008 TCX,Jet,#181818
19-5010 TCX,Phantom,#141414
19-5012 TCX,Black Hole,#0E0E0E
19-5023 TCX,Dark Teal Black,#203040
